s,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg
Time,Total,NITROGEN,OXYGEN,CARBON DIOXIDE,WATER VAPOR,CARBON MONOXIDE,SOOT,HYDROGEN,HYDROGEN CYANIDE,HEPTAN_SURROGATE,LUMPED AIR,LUMPED HEPTAN_SURROGATE,LUMPED PRODUCTS
 1.8900563E+002, 5.7396093E+001, 4.3670747E+001, 1.2988399E+001, 2.4594739E-001, 4.8399717E-001, 1.2372634E-003, 3.8216065E-003, 0.0000000E+000, 0.0000000E+000, 1.9441773E-003, 5.6272203E+001, 1.9441773E-003, 1.1219457E+000
 1.9000116E+002, 5.7396620E+001, 4.3670736E+001, 1.2986703E+001, 2.4743014E-001, 4.8468327E-001, 1.2459141E-003, 3.8483263E-003, 0.0000000E+000, 0.0000000E+000, 1.9736567E-003, 5.6264856E+001, 1.9736567E-003, 1.1297901E+000
 1.9100607E+002, 5.7397159E+001, 4.3670738E+001, 1.2984906E+001, 2.4900476E-001, 4.8541201E-001, 1.2551007E-003, 3.8767017E-003, 0.0000000E+000, 0.0000000E+000, 1.9663420E-003, 5.6257073E+001, 1.9663420E-003, 1.1381205E+000
 1.9200424E+002, 5.7397653E+001, 4.3670708E+001, 1.2983359E+001, 2.5035262E-001, 4.8603552E-001, 1.2629645E-003, 3.9009910E-003, 0.0000000E+000, 0.0000000E+000, 2.0342664E-003, 5.6250368E+001, 2.0342664E-003, 1.1452514E+000
 1.9300331E+002, 5.7398145E+001, 4.3670680E+001, 1.2981534E+001, 2.5194359E-001, 4.8677156E-001, 1.2722467E-003, 3.9296613E-003, 0.0000000E+000, 0.0000000E+000, 2.0131595E-003, 5.6242463E+001, 2.0131595E-003, 1.1536684E+000
 1.9400371E+002, 5.7398692E+001, 4.3670696E+001, 1.2979693E+001, 2.5356056E-001, 4.8752001E-001, 1.2816803E-003, 3.9587995E-003, 0.0000000E+000, 0.0000000E+000, 1.9807162E-003, 5.6234488E+001, 1.9807162E-003, 1.1622227E+000
 1.9500223E+002, 5.7399184E+001, 4.3670672E+001, 1.2977892E+001, 2.5513272E-001, 4.8824737E-001, 1.2908527E-003, 3.9871309E-003, 0.0000000E+000, 0.0000000E+000, 1.9626348E-003, 5.6226681E+001, 1.9626348E-003, 1.1705403E+000
 1.9600684E+002, 5.7399689E+001, 4.3670658E+001, 1.2976129E+001, 2.5667361E-001, 4.8896036E-001, 1.2998426E-003, 4.0148986E-003, 0.0000000E+000, 0.0000000E+000, 1.9540442E-003, 5.6219043E+001, 1.9540442E-003, 1.1786923E+000
 1.9700131E+002, 5.7400206E+001, 4.3670655E+001, 1.2974484E+001, 2.5811332E-001, 4.8962661E-001, 1.3082422E-003, 4.0408428E-003, 0.0000000E+000, 0.0000000E+000, 1.9781023E-003, 5.6211919E+001, 1.9781023E-003, 1.1863090E+000
 1.9800233E+002, 5.7400719E+001, 4.3670648E+001, 1.2972567E+001, 2.5979086E-001, 4.9040289E-001, 1.3180293E-003, 4.0710729E-003, 0.0000000E+000, 0.0000000E+000, 1.9207673E-003, 5.6203614E+001, 1.9207673E-003, 1.1951839E+000
 1.9900752E+002, 5.7401254E+001, 4.3670653E+001, 1.2970426E+001, 2.6166822E-001, 4.9127175E-001, 1.3289822E-003, 4.1049035E-003, 0.0000000E+000, 0.0000000E+000, 1.8014899E-003, 5.6194337E+001, 1.8014899E-003, 1.2051159E+000
 2.0000848E+002, 5.7401738E+001, 4.3670610E+001, 1.2968746E+001, 2.6312853E-001, 4.9194719E-001, 1.3375021E-003, 4.1312196E-003, 0.0000000E+000, 0.0000000E+000, 1.8374662E-003, 5.6187059E+001, 1.8374662E-003, 1.2128418E+000
 2.0100424E+002, 5.7402276E+001, 4.3670602E+001, 1.2967020E+001, 2.6463822E-001, 4.9264579E-001, 1.3463100E-003, 4.1584249E-003, 0.0000000E+000, 0.0000000E+000, 1.8652220E-003, 5.6179582E+001, 1.8652220E-003, 1.2208287E+000
 2.0200462E+002, 5.7402839E+001, 4.3670603E+001, 1.2965259E+001, 2.6618206E-001, 4.9336026E-001, 1.3553170E-003, 4.1862455E-003, 0.0000000E+000, 0.0000000E+000, 1.8929174E-003, 5.6171949E+001, 1.8929174E-003, 1.2289962E+000
 2.0300597E+002, 5.7403376E+001, 4.3670576E+001, 1.2963474E+001, 2.6773830E-001, 4.9408024E-001, 1.3643965E-003, 4.2142899E-003, 0.0000000E+000, 0.0000000E+000, 1.9284558E-003, 5.6164218E+001, 1.9284558E-003, 1.2372295E+000
 2.0400122E+002, 5.7403957E+001, 4.3670580E+001, 1.2961774E+001, 2.6922893E-001, 4.9477011E-001, 1.3730931E-003, 4.2411516E-003, 0.0000000E+000, 0.0000000E+000, 1.9900220E-003, 5.6156851E+001, 1.9900220E-003, 1.2451155E+000
 2.0500768E+002, 5.7404509E+001, 4.3670558E+001, 1.2959983E+001, 2.7079212E-001, 4.9549335E-001, 1.3822132E-003, 4.2693212E-003, 0.0000000E+000, 0.0000000E+000, 2.0306057E-003, 5.6149092E+001, 2.0306057E-003, 1.2533856E+000
 2.0600046E+002, 5.7405090E+001, 4.3670563E+001, 1.2957973E+001, 2.7255380E-001, 4.9630867E-001, 1.3924912E-003, 4.3010675E-003, 0.0000000E+000, 0.0000000E+000, 1.9983451E-003, 5.6140386E+001, 1.9983451E-003, 1.2627056E+000
 2.0700313E+002, 5.7405638E+001, 4.3670545E+001, 1.2955728E+001, 2.7451659E-001, 4.9721687E-001, 1.4039426E-003, 4.3364380E-003, 0.0000000E+000, 0.0000000E+000, 1.8916398E-003, 5.6130656E+001, 1.8916398E-003, 1.2730897E+000
 2.0800298E+002, 5.7406214E+001, 4.3670551E+001, 1.2953028E+001, 2.7688376E-001, 4.9831241E-001, 1.4177530E-003, 4.3790952E-003, 0.0000000E+000, 0.0000000E+000, 1.6428941E-003, 5.6118958E+001, 1.6428941E-003, 1.2856130E+000
 2.0901015E+002, 5.7406757E+001, 4.3670532E+001, 1.2950908E+001, 2.7873568E-001, 4.9916929E-001, 1.4285576E-003, 4.4124678E-003, 0.0000000E+000, 0.0000000E+000, 1.5716448E-003, 5.6109775E+001, 1.5716448E-003, 1.2954105E+000
 2.1000763E+002, 5.7407246E+001, 4.3670470E+001, 1.2949615E+001, 2.7985185E-001, 4.9968531E-001, 1.4350698E-003, 4.4325825E-003, 0.0000000E+000, 0.0000000E+000, 1.7562069E-003, 5.6104174E+001, 1.7562069E-003, 1.3013158E+000
 2.1100391E+002, 5.7407814E+001, 4.3670469E+001, 1.2948134E+001, 2.8114960E-001, 5.0028588E-001, 1.4426411E-003, 4.4559685E-003, 0.0000000E+000, 0.0000000E+000, 1.8772520E-003, 5.6097755E+001, 1.8772520E-003, 1.3081814E+000
 2.1200478E+002, 5.7408383E+001, 4.3670465E+001, 1.2946669E+001, 2.8243183E-001, 5.0087925E-001, 1.4501219E-003, 4.4790749E-003, 0.0000000E+000, 0.0000000E+000, 2.0090842E-003, 5.6091409E+001, 2.0090842E-003, 1.3149650E+000
 2.1300581E+002, 5.7408945E+001, 4.3670453E+001, 1.2944701E+001, 2.8415290E-001, 5.0167563E-001, 1.4601631E-003, 4.5100895E-003, 0.0000000E+000, 0.0000000E+000, 1.9934851E-003, 5.6082882E+001, 1.9934851E-003, 1.3240702E+000
 2.1400496E+002, 5.7409509E+001, 4.3670443E+001, 1.2942499E+001, 2.8607970E-001, 5.0256725E-001, 1.4714044E-003, 4.5448113E-003, 0.0000000E+000, 0.0000000E+000, 1.9036525E-003, 5.6073341E+001, 1.9036525E-003, 1.3342638E+000
 2.1500043E+002, 5.7410060E+001, 4.3670430E+001, 1.2940375E+001, 2.8793641E-001, 5.0342640E-001, 1.4822369E-003, 4.5782701E-003, 0.0000000E+000, 0.0000000E+000, 1.8312139E-003, 5.6064142E+001, 1.8312139E-003, 1.3440867E+000
 2.1600555E+002, 5.7410577E+001, 4.3670395E+001, 1.2938819E+001, 2.8929057E-001, 5.0405279E-001, 1.4901375E-003, 4.6026732E-003, 0.0000000E+000, 0.0000000E+000, 1.9268211E-003, 5.6057400E+001, 1.9268211E-003, 1.3512509E+000
 2.1700407E+002, 5.7411130E+001, 4.3670393E+001, 1.2937211E+001, 2.9069891E-001, 5.0470453E-001, 1.4983540E-003, 4.6280521E-003, 0.0000000E+000, 0.0000000E+000, 1.9962310E-003, 5.6050432E+001, 1.9962310E-003, 1.3587016E+000
 2.1800439E+002, 5.7411668E+001, 4.3670384E+001, 1.2935343E+001, 2.9233321E-001, 5.0546078E-001, 1.5078889E-003, 4.6575030E-003, 0.0000000E+000, 0.0000000E+000, 1.9814315E-003, 5.6042338E+001, 1.9814315E-003, 1.3673478E+000
 2.1900305E+002, 5.7412190E+001, 4.3670366E+001, 1.2933572E+001, 2.9387940E-001, 5.0617618E-001, 1.5169097E-003, 4.6853661E-003, 0.0000000E+000, 0.0000000E+000, 1.9936789E-003, 5.6034668E+001, 1.9936789E-003, 1.3755279E+000
 2.2000244E+002, 5.7412723E+001, 4.3670357E+001, 1.2931837E+001, 2.9539754E-001, 5.0687868E-001, 1.5257669E-003, 4.7127238E-003, 0.0000000E+000, 0.0000000E+000, 2.0152006E-003, 5.6027149E+001, 2.0152006E-003, 1.3835595E+000
 2.2100812E+002, 5.7413263E+001, 4.3670349E+001, 1.2929650E+001, 2.9731123E-001, 5.0776424E-001, 1.5369318E-003, 4.7472093E-003, 0.0000000E+000, 0.0000000E+000, 1.9037155E-003, 5.6017675E+001, 1.9037155E-003, 1.3936838E+000
 2.2200439E+002, 5.7413785E+001, 4.3670323E+001, 1.2927776E+001, 2.9894630E-001, 5.0852071E-001, 1.5464712E-003, 4.7766745E-003, 0.0000000E+000, 0.0000000E+000, 1.8955577E-003, 5.6009555E+001, 1.8955577E-003, 1.4023341E+000
 2.2300830E+002, 5.7414347E+001, 4.3670323E+001, 1.2926037E+001, 3.0046979E-001, 5.0922575E-001, 1.5553596E-003, 4.8041283E-003, 0.0000000E+000, 0.0000000E+000, 1.9329054E-003, 5.6002020E+001, 1.9329054E-003, 1.4103940E+000
 2.2400198E+002, 5.7414889E+001, 4.3670300E+001, 1.2924136E+001, 3.0212863E-001, 5.0999325E-001, 1.5650376E-003, 4.8340216E-003, 0.0000000E+000, 0.0000000E+000, 1.9308239E-003, 5.5993788E+001, 1.9308239E-003, 1.4191701E+000
 2.2500024E+002, 5.7415469E+001, 4.3670305E+001, 1.2922321E+001, 3.0372034E-001, 5.1072991E-001, 1.5743240E-003, 4.8627048E-003, 0.0000000E+000, 0.0000000E+000, 1.9564586E-003, 5.5985922E+001, 1.9564586E-003, 1.4275909E+000
 2.2600061E+002, 5.7416040E+001, 4.3670297E+001, 1.2920106E+001, 3.0565863E-001, 5.1162685E-001, 1.5856324E-003, 4.8976337E-003, 0.0000000E+000, 0.0000000E+000, 1.8680739E-003, 5.5976327E+001, 1.8680739E-003, 1.4378453E+000
 2.2700098E+002, 5.7416621E+001, 4.3670294E+001, 1.2918480E+001, 3.0708229E-001, 5.1228568E-001, 1.5939383E-003, 4.9232887E-003, 0.0000000E+000, 0.0000000E+000, 1.9608757E-003, 5.5969283E+001, 1.9608757E-003, 1.4453771E+000
 2.2800584E+002, 5.7417183E+001, 4.3670278E+001, 1.2916690E+001, 3.0864612E-001, 5.1300925E-001, 1.6030620E-003, 4.9514697E-003, 0.0000000E+000, 0.0000000E+000, 2.0049216E-003, 5.5961527E+001, 2.0049216E-003, 1.4536505E+000
 2.2900310E+002, 5.7417747E+001, 4.3670265E+001, 1.2914907E+001, 3.1020480E-001, 5.1373048E-001, 1.6121557E-003, 4.9795579E-003, 0.0000000E+000, 0.0000000E+000, 2.0477982E-003, 5.5953802E+001, 2.0477982E-003, 1.4618966E+000
 2.3000038E+002, 5.7418307E+001, 4.3670253E+001, 1.2912901E+001, 3.1195972E-001, 5.1454253E-001, 1.6223944E-003, 5.0111826E-003, 0.0000000E+000, 0.0000000E+000, 2.0175420E-003, 5.5945108E+001, 2.0175420E-003, 1.4711809E+000
 2.3100711E+002, 5.7418864E+001, 4.3670238E+001, 1.2910866E+001, 3.1373865E-001, 5.1536567E-001, 1.6327731E-003, 5.0432399E-003, 0.0000000E+000, 0.0000000E+000, 1.9799146E-003, 5.5936292E+001, 1.9799146E-003, 1.4805923E+000
 2.3200002E+002, 5.7419390E+001, 4.3670199E+001, 1.2909039E+001, 3.1532866E-001, 5.1610117E-001, 1.6420497E-003, 5.0718930E-003, 0.0000000E+000, 0.0000000E+000, 2.0077778E-003, 5.5928378E+001, 2.0077778E-003, 1.4890043E+000
 2.3300291E+002, 5.7419955E+001, 4.3670189E+001, 1.2907241E+001, 3.1690163E-001, 5.1682904E-001, 1.6512267E-003, 5.1002387E-003, 0.0000000E+000, 0.0000000E+000, 2.0424345E-003, 5.5920586E+001, 2.0424345E-003, 1.4973260E+000
 2.3400153E+002, 5.7420534E+001, 4.3670187E+001, 1.2905054E+001, 3.1881711E-001, 5.1771547E-001, 1.6624020E-003, 5.1347564E-003, 0.0000000E+000, 0.0000000E+000, 1.9630861E-003, 5.5911111E+001, 1.9630861E-003, 1.5074597E+000
 2.3500700E+002, 5.7421089E+001, 4.3670164E+001, 1.2902968E+001, 3.2063778E-001, 5.1855786E-001, 1.6730242E-003, 5.1675660E-003, 0.0000000E+000, 0.0000000E+000, 1.9208568E-003, 5.5902076E+001, 1.9208568E-003, 1.5170919E+000
 2.3600890E+002, 5.7421681E+001, 4.3670166E+001, 1.2901267E+001, 3.2212892E-001, 5.1924796E-001, 1.6817238E-003, 5.1944369E-003, 0.0000000E+000, 0.0000000E+000, 1.9948708E-003, 5.5894706E+001, 1.9948708E-003, 1.5249807E+000
 2.3700436E+002, 5.7422242E+001, 4.3670147E+001, 1.2899635E+001, 3.2355387E-001, 5.1990724E-001, 1.6900373E-003, 5.2201153E-003, 0.0000000E+000, 0.0000000E+000, 2.0897192E-003, 5.5887633E+001, 2.0897192E-003, 1.5325193E+000
 2.3800520E+002, 5.7422831E+001, 4.3670153E+001, 1.2897604E+001, 3.2533424E-001, 5.2073121E-001, 1.7004243E-003, 5.2521982E-003, 0.0000000E+000, 0.0000000E+000, 2.0555424E-003, 5.5878837E+001, 2.0555424E-003, 1.5419382E+000
 2.3900523E+002, 5.7423352E+001, 4.3670111E+001, 1.2895823E+001, 3.2688318E-001, 5.2144769E-001, 1.7094614E-003, 5.2801115E-003, 0.0000000E+000, 0.0000000E+000, 2.0972242E-003, 5.5871122E+001, 2.0972242E-003, 1.5501330E+000
 2.4000600E+002, 5.7423904E+001, 4.3670096E+001, 1.2893798E+001, 3.2865354E-001, 5.2226686E-001, 1.7197900E-003, 5.3120141E-003, 0.0000000E+000, 0.0000000E+000, 2.0578107E-003, 5.5862347E+001, 2.0578107E-003, 1.5594989E+000
 2.4100566E+002, 5.7424460E+001, 4.3670086E+001, 1.2891574E+001, 3.3059970E-001, 5.2316743E-001, 1.7311444E-003, 5.3470849E-003, 0.0000000E+000, 0.0000000E+000, 1.9540723E-003, 5.5852710E+001, 1.9540723E-003, 1.5697950E+000
 2.4200700E+002, 5.7425019E+001, 4.3670080E+001, 1.2889114E+001, 3.3275283E-001, 5.2416381E-001, 1.7437061E-003, 5.3858852E-003, 0.0000000E+000, 0.0000000E+000, 1.7787591E-003, 5.5842054E+001, 1.7787591E-003, 1.5811860E+000
 2.4300313E+002, 5.7425548E+001, 4.3670050E+001, 1.2887267E+001, 3.3436374E-001, 5.2490907E-001, 1.7531047E-003, 5.4149150E-003, 0.0000000E+000, 0.0000000E+000, 1.7908923E-003, 5.5834049E+001, 1.7908923E-003, 1.5897085E+000
 2.4400375E+002, 5.7426099E+001, 4.3670035E+001, 1.2885819E+001, 3.3562784E-001, 5.2549395E-001, 1.7604797E-003, 5.4376948E-003, 0.0000000E+000, 0.0000000E+000, 1.9250441E-003, 5.5827778E+001, 1.9250441E-003, 1.5963962E+000
 2.4500151E+002, 5.7426670E+001, 4.3670032E+001, 1.2883982E+001, 3.3723631E-001, 5.2623830E-001, 1.7698639E-003, 5.4666801E-003, 0.0000000E+000, 0.0000000E+000, 1.9441323E-003, 5.5819820E+001, 1.9441323E-003, 1.6049057E+000
 2.4600620E+002, 5.7427249E+001, 4.3670032E+001, 1.2882107E+001, 3.3887935E-001, 5.2699867E-001, 1.7794497E-003, 5.4962884E-003, 0.0000000E+000, 0.0000000E+000, 1.9564259E-003, 5.5811694E+001, 1.9564259E-003, 1.6135981E+000
 2.4700163E+002, 5.7427832E+001, 4.3670033E+001, 1.2880219E+001, 3.4053355E-001, 5.2776422E-001, 1.7891006E-003, 5.5260977E-003, 0.0000000E+000, 0.0000000E+000, 1.9670596E-003, 5.5803516E+001, 1.9670596E-003, 1.6223495E+000
 2.4800137E+002, 5.7428389E+001, 4.3670016E+001, 1.2878425E+001, 3.4210063E-001, 5.2848929E-001, 1.7982433E-003, 5.5543374E-003, 0.0000000E+000, 0.0000000E+000, 2.0053715E-003, 5.5795743E+001, 2.0053715E-003, 1.6306401E+000
 2.4900575E+002, 5.7428952E+001, 4.3670003E+001, 1.2876497E+001, 3.4378639E-001, 5.2926933E-001, 1.8080784E-003, 5.5847156E-003, 0.0000000E+000, 0.0000000E+000, 2.0031599E-003, 5.5787390E+001, 2.0031599E-003, 1.6395585E+000
 2.5000154E+002, 5.7429536E+001, 4.3670008E+001, 1.2874533E+001, 3.4550854E-001, 5.3006636E-001, 1.8181258E-003, 5.6157494E-003, 0.0000000E+000, 0.0000000E+000, 1.9865703E-003, 5.5778880E+001, 1.9865703E-003, 1.6486694E+000
 2.5100690E+002, 5.7430078E+001, 4.3669980E+001, 1.2872692E+001, 3.4711379E-001, 5.3080901E-001, 1.8274912E-003, 5.6446770E-003, 0.0000000E+000, 0.0000000E+000, 2.0110843E-003, 5.5770905E+001, 2.0110843E-003, 1.6571620E+000
 2.5200749E+002, 5.7430616E+001, 4.3669946E+001, 1.2870865E+001, 3.4870556E-001, 5.3154537E-001, 1.8367781E-003, 5.6733618E-003, 0.0000000E+000, 0.0000000E+000, 2.0438652E-003, 5.5762989E+001, 2.0438652E-003, 1.6655833E+000
 2.5300705E+002, 5.7431210E+001, 4.3669954E+001, 1.2869015E+001, 3.5032796E-001, 5.3229626E-001, 1.8462434E-003, 5.7025981E-003, 0.0000000E+000, 0.0000000E+000, 2.0669820E-003, 5.5754976E+001, 2.0669820E-003, 1.6741664E+000
 2.5400453E+002, 5.7431773E+001, 4.3669935E+001, 1.2867118E+001, 3.5198536E-001, 5.3306312E-001, 1.8559131E-003, 5.7324654E-003, 0.0000000E+000, 0.0000000E+000, 2.0833682E-003, 5.5746755E+001, 2.0833682E-003, 1.6829349E+000
 2.5500829E+002, 5.7432332E+001, 4.3669907E+001, 1.2865113E+001, 3.5373407E-001, 5.3387216E-001, 1.8661156E-003, 5.7639783E-003, 0.0000000E+000, 0.0000000E+000, 2.0761804E-003, 5.5738070E+001, 2.0761804E-003, 1.6921864E+000
 2.5600644E+002, 5.7432930E+001, 4.3669904E+001, 1.2863295E+001, 3.5532633E-001, 5.3460901E-001, 1.8754051E-003, 5.7926714E-003, 0.0000000E+000, 0.0000000E+000, 2.1268530E-003, 5.5730193E+001, 2.1268530E-003, 1.7006101E+000
 2.5700708E+002, 5.7433520E+001, 4.3669895E+001, 1.2861039E+001, 3.5730068E-001, 5.3552263E-001, 1.8869239E-003, 5.8282502E-003, 0.0000000E+000, 0.0000000E+000, 2.0479000E-003, 5.5720416E+001, 2.0479000E-003, 1.7110553E+000
 2.5800488E+002, 5.7434120E+001, 4.3669890E+001, 1.2859079E+001, 3.5901658E-001, 5.3631669E-001, 1.8969349E-003, 5.8591716E-003, 0.0000000E+000, 0.0000000E+000, 2.0622790E-003, 5.5711924E+001, 2.0622790E-003, 1.7201332E+000
 2.5900589E+002, 5.7434690E+001, 4.3669859E+001, 1.2857030E+001, 3.6080294E-001, 5.3714312E-001, 1.9073569E-003, 5.8913628E-003, 0.0000000E+000, 0.0000000E+000, 2.0559952E-003, 5.5703050E+001, 2.0559952E-003, 1.7295839E+000
 2.6000229E+002, 5.7435293E+001, 4.3669853E+001, 1.2855182E+001, 3.6242014E-001, 5.3789149E-001, 1.9167920E-003, 5.9205055E-003, 0.0000000E+000, 0.0000000E+000, 2.1088429E-003, 5.5695044E+001, 2.1088429E-003, 1.7381396E+000
 2.6100098E+002, 5.7435890E+001, 4.3669841E+001, 1.2853348E+001, 3.6402465E-001, 5.3863394E-001, 1.9261531E-003, 5.9494196E-003, 0.0000000E+000, 0.0000000E+000, 2.1663151E-003, 5.5687095E+001, 2.1663151E-003, 1.7466282E+000
 2.6200659E+002, 5.7436507E+001, 4.3669843E+001, 1.2851318E+001, 3.6580296E-001, 5.3945693E-001, 1.9365281E-003, 5.9814654E-003, 0.0000000E+000, 0.0000000E+000, 2.1675648E-003, 5.5678304E+001, 2.1675648E-003, 1.7560362E+000
 2.6300537E+002, 5.7437105E+001, 4.3669829E+001, 1.2849349E+001, 3.6752474E-001, 5.4025362E-001, 1.9465733E-003, 6.0124928E-003, 0.0000000E+000, 0.0000000E+000, 2.1894097E-003, 5.5669770E+001, 2.1894097E-003, 1.7651452E+000
 2.6400488E+002, 5.7437695E+001, 4.3669810E+001, 1.2847526E+001, 3.6911617E-001, 5.4098995E-001, 1.9558582E-003, 6.0411714E-003, 0.0000000E+000, 0.0000000E+000, 2.2550437E-003, 5.5661875E+001, 2.2550437E-003, 1.7735646E+000
 2.6500751E+002, 5.7438306E+001, 4.3669807E+001, 1.2845607E+001, 3.7079665E-001, 5.4176763E-001, 1.9656624E-003, 6.0714543E-003, 0.0000000E+000, 0.0000000E+000, 2.2907756E-003, 5.5653561E+001, 2.2907756E-003, 1.7824551E+000
 2.6600269E+002, 5.7438895E+001, 4.3669786E+001, 1.2843444E+001, 3.7268662E-001, 5.4264210E-001, 1.9766890E-003, 6.1055127E-003, 0.0000000E+000, 0.0000000E+000, 2.2543173E-003, 5.5644187E+001, 2.2543173E-003, 1.7924539E+000
 2.6700787E+002, 5.7439515E+001, 4.3669787E+001, 1.2841237E+001, 3.7462034E-001, 5.4353701E-001, 1.9879706E-003, 6.1403590E-003, 0.0000000E+000, 0.0000000E+000, 2.2052089E-003, 5.5634625E+001, 2.2052089E-003, 1.8026841E+000
 2.6800601E+002, 5.7440110E+001, 4.3669766E+001, 1.2839060E+001, 3.7652210E-001, 5.4441693E-001, 1.9990660E-003, 6.1746298E-003, 0.0000000E+000, 0.0000000E+000, 2.1716006E-003, 5.5625193E+001, 2.1716006E-003, 1.8127453E+000
 2.6900171E+002, 5.7440701E+001, 4.3669741E+001, 1.2836966E+001, 3.7834939E-001, 5.4526237E-001, 2.0097269E-003, 6.2075587E-003, 0.0000000E+000, 0.0000000E+000, 2.1652234E-003, 5.5616124E+001, 2.1652234E-003, 1.8224126E+000
 2.7000519E+002, 5.7441299E+001, 4.3669716E+001, 1.2835031E+001, 3.8003857E-001, 5.4604388E-001, 2.0195820E-003, 6.2379988E-003, 0.0000000E+000, 0.0000000E+000, 2.2121361E-003, 5.5607738E+001, 2.2121361E-003, 1.8313491E+000
 2.7100452E+002, 5.7441932E+001, 4.3669715E+001, 1.2833033E+001, 3.8178853E-001, 5.4685373E-001, 2.0297916E-003, 6.2695337E-003, 0.0000000E+000, 0.0000000E+000, 2.2417916E-003, 5.5599083E+001, 2.2417916E-003, 1.8406072E+000
 2.7200238E+002, 5.7442552E+001, 4.3669708E+001, 1.2830908E+001, 3.8364871E-001, 5.4771453E-001, 2.0406443E-003, 6.3030551E-003, 0.0000000E+000, 0.0000000E+000, 2.2298819E-003, 5.5589874E+001, 2.2298819E-003, 1.8504483E+000
 2.7300348E+002, 5.7443155E+001, 4.3669689E+001, 1.2828625E+001, 3.8564328E-001, 5.4863744E-001, 2.0522811E-003, 6.3389983E-003, 0.0000000E+000, 0.0000000E+000, 2.1685339E-003, 5.5579986E+001, 2.1685339E-003, 1.8610005E+000
 2.7400861E+002, 5.7443770E+001, 4.3669685E+001, 1.2826620E+001, 3.8739924E-001, 5.4945004E-001, 2.0625257E-003, 6.3706415E-003, 0.0000000E+000, 0.0000000E+000, 2.1825923E-003, 5.5571297E+001, 2.1825923E-003, 1.8702903E+000
 2.7500552E+002, 5.7444374E+001, 4.3669682E+001, 1.2824439E+001, 3.8930919E-001, 5.5033390E-001, 2.0736687E-003, 6.4050596E-003, 0.0000000E+000, 0.0000000E+000, 2.1316954E-003, 5.5561848E+001, 2.1316954E-003, 1.8803948E+000
 2.7600140E+002, 5.7444985E+001, 4.3669692E+001, 1.2822449E+001, 3.9105484E-001, 5.5114185E-001, 2.0838531E-003, 6.4365168E-003, 0.0000000E+000, 0.0000000E+000, 2.1259418E-003, 5.5553229E+001, 2.1259418E-003, 1.8896300E+000
 2.7700598E+002, 5.7445511E+001, 4.3669643E+001, 1.2820485E+001, 3.9276255E-001, 5.5193174E-001, 2.0938165E-003, 6.4672911E-003, 0.0000000E+000, 0.0000000E+000, 2.1274290E-003, 5.5544719E+001, 2.1274290E-003, 1.8986647E+000
 2.7800269E+002, 5.7446080E+001, 4.3669632E+001, 1.2818488E+001, 3.9450934E-001, 5.5274003E-001, 2.1040076E-003, 6.4987691E-003, 0.0000000E+000, 0.0000000E+000, 2.1085197E-003, 5.5536066E+001, 2.1085197E-003, 1.9079060E+000
 2.7900089E+002, 5.7446628E+001, 4.3669610E+001, 1.2816720E+001, 3.9605258E-001, 5.5345404E-001, 2.1130113E-003, 6.5265793E-003, 0.0000000E+000, 0.0000000E+000, 2.1519193E-003, 5.5528406E+001, 2.1519193E-003, 1.9160705E+000
 2.8000464E+002, 5.7447171E+001, 4.3669588E+001, 1.2814907E+001, 3.9763483E-001, 5.5418609E-001, 2.1222425E-003, 6.5550923E-003, 0.0000000E+000, 0.0000000E+000, 2.1782547E-003, 5.5520552E+001, 2.1782547E-003, 1.9244413E+000
 2.8100623E+002, 5.7447708E+001, 4.3669565E+001, 1.2812855E+001, 3.9942641E-001, 5.5501501E-001, 2.1326950E-003, 6.5873776E-003, 0.0000000E+000, 0.0000000E+000, 2.1266644E-003, 5.5511662E+001, 2.1266644E-003, 1.9339196E+000
 2.8200888E+002, 5.7448223E+001, 4.3669533E+001, 1.2810848E+001, 4.0117658E-001, 5.5582470E-001, 2.1429061E-003, 6.6189170E-003, 0.0000000E+000, 0.0000000E+000, 2.0794017E-003, 5.5502965E+001, 2.0794017E-003, 1.9431789E+000
 2.8300812E+002, 5.7448758E+001, 4.3669525E+001, 1.2808994E+001, 4.0279896E-001, 5.5657545E-001, 2.1523714E-003, 6.6481530E-003, 0.0000000E+000, 0.0000000E+000, 2.0641758E-003, 5.5494932E+001, 2.0641758E-003, 1.9517620E+000
 2.8400333E+002, 5.7449274E+001, 4.3669514E+001, 1.2807078E+001, 4.0447419E-001, 5.5735062E-001, 2.1621450E-003, 6.6783414E-003, 0.0000000E+000, 0.0000000E+000, 2.0169717E-003, 5.5486633E+001, 2.0169717E-003, 1.9606247E+000
 2.8500146E+002, 5.7449771E+001, 4.3669496E+001, 1.2805345E+001, 4.0598819E-001, 5.5805113E-001, 2.1709781E-003, 6.7056245E-003, 0.0000000E+000, 0.0000000E+000, 2.0144644E-003, 5.5479122E+001, 2.0144644E-003, 1.9686345E+000
 2.8600488E+002, 5.7450260E+001, 4.3669478E+001, 1.2803724E+001, 4.0740289E-001, 5.5870567E-001, 2.1792318E-003, 6.7311183E-003, 0.0000000E+000, 0.0000000E+000, 2.0398130E-003, 5.5472102E+001, 2.0398130E-003, 1.9761189E+000
